id,text
22,香港两人海南舰附近黑飞无人机被拘！黑飞危害多大？最高两年监禁
23,1124.香港两人海南舰附近黑飞无人机被拘
24,香港两男子因用无人机拍摄访港军舰被拘捕！ #海南舰  #香港   #香港两男子因用无人机拍摄访港军舰被拘捕！  #凑热闹
25,据环球网援引港媒报道，香港警方分别在11月22日及23日，在西环招商局码头成功抓获了两名男子，他们涉嫌违反《小型无人机令》中的相关规定， 警方在现场查获了两部小型无人机。调查发现，这两名男子在海南舰停靠期间擅自使用无人机进行拍摄活动，严重违反了当地的飞行管理规定，对国家安全构成了潜在威胁。目前，二人
26,今日新闻简报
27,想挣快钱没想到进了诈骗窝点，#民警45天从缅北捞回上当大学生
28,@无敌柚柚.^₉₂₃⏰冉助 @ID.鞠小懒.^₉₂₃⏰ @无敌妍悃.^₉₂₃⏰ @无敌小颖.^₉₂₃⏰ @无敌米汤.^₉₂₃⏰ @无敌筱鱼.^₉₂₃⏰ @无敌沫欣.^₉₂₃⏰ @无敌小沁.^₉₂₃⏰ @无敌陌染.^₉₂₃⏰ @是个闹钟⏰ @无敌椿子.^₉₂₃⏰ @无敌汽水.^₉₂₃⏰
29,#浅浅更个新 不是我啥时候上热搜了？？
30,外媒:特朗普计划调查2020大选舞弊证据 #美国 #大选 #舞弊
31,#观天下
32,"特朗普被曝将调查2020大选舞弊证据
据外媒报道，美国当选总统特朗普计划在司法部组建一个调查小组，以在关键的摇摆州寻找2020年大选舞弊的证据。特朗普在2020年大选中输给了现任美国总统拜登，但他一直拒绝承认这一结果，并声称那场选举是舞弊的、被操纵的、被窃取的。此外，特朗普还计划解雇司法部特别检察官"
33,#特朗普被曝将调查2020大选舞弊证据
34,特朗普拟组建团队重查2020大选舞弊！ #特朗普拟组建团队重查2020大选舞弊
35,#时代少年团安可曲全校通报 #时代少年团五周年 #时代少年团演唱会直播
36,时代峰峻你又高级了#时代少年团 #热度fff #给瓦火 @会火 @快手热点 @快手粉条 @亓（⑅•͈ᴗ•͈） @只想要不变心的你 @轩꒦ິ^꒦ິL⚡ @想藏着你的好. @ID-宋芽冉🐟 @王菠萝的苗姐 @时喻培✘ @ID：时锦琦（开学不活） @林蒽祺 🅥 @^时奈桉.^ @lD大帅逼.宋z @掉粉大
37,安可😭#诛心三重慢动作 #时代少年团五月重庆演唱会 #时代少年团安可曲全校通报  #诛心三重慢动作
38,时代少年团安可曲全校通报 #时代少年团五周年  #时代少年团安可曲全校通报   #时代少年团演唱会直播
39,没想到最后竟然用全校通报杀我！！出道曲啊！！！又感动了，仿佛回到了20年刚认识你们的时候 #时代少年团五周年  #时代少年团演唱会直播  #时代少年团
40,@快手热点 时代少年团安可曲全校通报 #时代少年团安可曲全校通报   #时代少年团五周年   #时代少年团演唱会直播
41,#时代少年团安可曲全校通报 时团五周年的安可曲是全校通报，今夕是何年啊 #时代少年团演唱会直播  #时代少年团五周年
42,#时代少年团安可曲全校通报   真的不敢想象现场的粉丝听到这首歌会有多多多激动！！！#时代少年团演唱会直播  #时代少年团五周年
43,时代少年团安可曲全校通报 #时代少年团五周年   #时代少年团演唱会直播   #时代少年团安可曲全校通报
44,以下蹭热度：向佐雷军特朗普拜登哈里斯哈哈姐美国大选高层会议肖战何炅黄磊黄渤孙红雷黑神话悟空八戒游戏黑猴A股唱歌常山赵子龙国外reaction外国人五条人赚钱小潘陈雪凝王冰冰关晓彤欧阳娜娜曾轶可我蠢涂鸦老师孟佳魏如萱金莎于文文蔡卓妍钟欣潼常思思万妮达王霏霏薛凯琪孙燕姿谢安琪艾怡良王诗安任家萱陈嘉桦田馥
45,“还我公道！”曾被实名举报出轨他人妻子的陵水县委副书记肖峰落马
46,“还我公道！”曾被实名举报出轨他人妻子，海南​陵水县委副书记肖峰落马
47,短视频反腐又见成功案例：实名举报县委副书记出轨自己妻子迅速落马。
48,被实名举报出轨他人妻子！海南一县委副书记肖峰落马，被查前几天还主持反腐警示会。
49,海南被实名举报县委副书记肖峰落马此前曾被奕名举报出轨他人妻子 （编辑：崔锦玥） #海南  #违法必究  #反腐倡廉  #社会百态
50,"【#海南一出轨他人妻子县委副书记落马#】#海南被实名举报县委副书记落马# 11月24日报道，海南。据报道，11月19日，湖南长沙的程先生在社交平台手持身份证实名举报海南陵水黎族自治县委副书记、政法委书记肖峰，破坏其家庭，长期与其爱人保持不正当关系，并晒出多张妻子和肖峰的聊天截图，内容十分暧昧。
清廉"
51,海南被实名举报县委副书记 肖峰搜 落马此前曾被奕名举报出轨他人妻子 （编辑：崔锦玥） #海南  #违法必究 #反腐倡廉 #社会百态
52,【被实名举报出轨他人妻子！肖峰落马：被查前几天主持反腐警示会】11月24日，海南省纪委监委发布消息：陵水黎族自治县委副书记、政法委书记肖峰涉嫌严重违纪违法，目前正接受海南省纪委监委纪律审查和监察调查。
53,今天文子走进全国唯一的德昂族乡，感受少数民族村寨的文化魅力。#德昂族#买珠宝的姑娘#翡翠#芒市三台山
54,海岱之间，文明根脉交织出齐风鲁韵的文化长卷。山东牢记嘱托，立足文化资源大省优势，持续将文化“两创”转化为产业优势、发展优势、竞争优势。#山东 #文化润心 #文化两创一路生画
55,两位抗癌网红先后去世，近期曾通话
56,两位抗癌网红先后去世 近期曾通话 #两位抗癌网红 #先后去世 #近期曾通话 # @云星文化
57,-
58,美国副国务卿坎贝尔宣称必须努力拆散中俄
59,当地时间11月22日，美国智库举办活动，贝尔出席，强调“必须努力拆散中俄”。#美国 #国际关系##九紫离火
60,#不一样的西游记  #幽默风趣版  #茶前饭后
61,美国的世纪难题！ #历史认知  #综合国力
62,#祝愿祖国强大国泰民安
63,坏蛋都不隐瞒内心的想法了!
64,#坎贝尔极力破坏中俄关系 #警惕第五纵队
65,美国副国务卿坎贝尔宣称，中俄关系发展威胁到了美国，必须努力拆散中俄 #美国拆散中俄 @快手热点 @我要上热门 @快手评论
66,#热点新闻#抖音创作者广告分成计划 @D0U十小助手
67,中国气象局启动暴雪四级应急响应
68,11月25日 央视新闻发布 北方这些地方有暴雪 中国气象局启动暴雪Ⅳ级应急响应（编辑：唐梦婷） #北方  #暴雪  #降温  #天气
69,预计11月25日8时至11月26日8时，内蒙古东部、黑龙江中西部、吉林西部、辽宁西部和东北部等地有大到暴雪，新增积雪深度5-10厘米，局地12厘米以上。中央气象台11月25日6时发布暴雪黄色预警。经综合研判和应急会商，中国气象局立即进入暴雪四级应急响应状态。
70,东北将有大到暴雪  中国气象局启动暴雪IV级应急响应
71,受寒潮天气影响，中国气象局启动暴雪Ⅳ级应急响应状态，内蒙古、黑龙江、吉林、辽宁等可能受影响的省级气象局，根据实际研判启动相应级别应急响应，各单位要严格按照气象灾害应急响应工作流程做好各项工作。 #中国气象局启动暴雪四级应急响应
72,今天的寒潮天气继续东移南下影响我国，中东部大部气温将会创下下半年来新低，其中，北方多地降温幅度大并伴有大风天气。与此同时，25日～28日，我国中东部大部地区的气温将先后下降6℃～10℃，多地气温将会陆续创下下半年来的新低。此外，26日的14时，内蒙古东北部、东北地区大部有大到暴雪，其中，黑龙江北部、
73,#天气实况 #绿舟丰农业 注意保暖。 @快手热点
74,11月25日 央视新闻发布 北方这些地方有暴雪 中国气象局启动暴雪Ⅳ级应急响应（编辑：唐梦婷） #北方 #暴雪 #降温 #天气
75,东北的冬.连雪天气.好开心.来东北滑雪吧
76,"喵师傅提醒你
天气严寒
 #喵桑 
注意保暖 #小黑猫"
77,中国气象局启动暴雪四级应急响应 局地新增积雪深度可达15厘米以上
78,"东北将有大到暴雪！中国气象局启动暴雪Ⅳ级应急响应。#暴雪


（来源：央视新闻）"
79,中国气象局启动暴雪Ⅳ级应急响应，北方这些地方有暴雪
80,#一个人的夜晚 #微信转账 #微信支付
81,暴雪、寒潮、大风来袭，局地降温超18℃！快把羽绒服穿上~（央视频号：新闻来了）
82,央视1套《晚间新闻》关注我市积极应对降雪，保障棚菜生产
83,上海保时捷不付货拉拉司机运费？保时捷致歉：涉事人员是项目合作方员工，双方在相关部门介入下，已于当日达成和解。 #保时捷回应工作人员不付运费打人
84,#起早贪黑滴挣点钱真不容易啊 开保时捷的老板去赖600元的搬运费
85,"保时捷老外打人
新异世界传送门
加载中…………
#保时捷 #员工不付运费还打人？保时捷致歉 #保时捷事件后续"
86,叙利亚叛军推倒叙总统父亲雕像
87,@黑圈霸主花无缺 #刺客伍六七 #fyp #许安姐带我飞
88,"云南富源一小学发生多名小学生殴打一名女小学生事件！当地通报：初步核查情况属实！公安部门联合教育相关部门已经组成调查组介入调查！该校相关负责人已被免职！
 #官方通报一小学生被多人殴打 #云南富源发生多名小学生打另一名小学生 #已经核查情况属实 #公安部门联合教育部门组成调查组介入调查"
89,#视频曝光 当地时间11月30日夜间，俄空天军派出战机空袭了叙利亚反对派武装位于阿勒颇的据点。 #俄罗斯 #叙利亚 #军事1号
90,环球人物评羊毛月塌房：年轻人的苦痛“网红”的笑料 #羊毛月 #网红
91,环球人物评羊毛月塌房：年轻人的苦痛不是“网红”的笑料 #羊毛月 #网红
92,不要拿别人的痛苦当笑料，不管什么年龄段#年轻人的苦痛不是网红的笑料  #画画  #画丑勿喷 #日常瞎画
93,以后就是鞠婧祎的筱聿祎啦#鞠婧祎 #筱聿祎  改名咯 @撸撸他爹.反黑手.祁瑾妍
94,年轻人的苦痛不是网红的笑料 #羊毛月 #网红 #正能量 #内容过于真实 @快手热点
95,恶魔复仇者升级咋升快，老妹儿告诉你道儿#冒险岛枫之传说 #枫叶勇者造星计划  #年轻人的苦痛不是网红的笑料 #王者荣耀出棉服了
96,#冒险岛枫之传说 #枫叶勇者造星计划  #年轻人的苦痛不是网红的笑料 #王者荣耀出棉服了
97,网红博主羊毛月嘲讽“00后”求职难，目前为止已掉粉超百万，环球人物：年轻人的痛苦不是你的笑料！网友：是我不够努力吗？
98,"昨日男篮亚预赛....中国男篮vs蒙古男篮。

🚨杨瀚森与对手纠缠在一起，裁判吹停比赛后杨瀚森被对手推了一把。

🕵️在裁判处理这次冲突时，场边球迷朝中国男篮主帅郭士强扔水瓶！

🙇赛后发布会上，蒙古国组委会向中方道歉。"
99,11月24日，男篮亚预赛，中国男篮vs蒙古男篮，中国队客场以90：52大胜蒙古国队。双方在第三节比赛时，杨瀚森与对手纠缠在一起，裁判吹停比赛后杨瀚森被对手推了一把。在裁判处理这次冲突时，场边球迷朝中国男篮主帅郭士强扔水瓶。赛后发布会上，蒙古国组委会向中方道歉。（来源：新京报）
100,11月24日，中国男篮客场以90:52大胜蒙古队，取得两连胜。杨瀚森和蒙古球员冲突期间，看台上有蒙古球迷向中国队替补席扔水瓶，甚至飞到场内，主帅郭士强当即向裁判抗议。据了解，这名球迷当时就被安保人员带走了，赛后发布会上，蒙古国组委会向中方道了歉。
101,以色列公民在阿联酋遭暗杀，各方反应强烈，局势紧张
102,中行原董事长刘连舸贪1.21亿被判死缓 #真实案件 #贪官 #行贿 #受贿
103,11月24日，泰国披集府警方突击搜查一座寺庙，发现41具不明身份遗体，搜查现场曝光。此前，警方在甘烹碧府一寺庙已发现12具遗体，均为该寺僧人。此事发生后，泰国各地警方对寺院及修行地展开调查。在披集府寺庙的15个凉亭下发现41具遗体，均被安置在棺材中且有死亡证明。警方还在佛寺内发现一个巨大的鳄鱼池，里
104,这个寺庙真的有点邪门 #泰国  #娱你安利
105,泰国一寺庙发现41具无名遗体和600多条鳄鱼，寺庙表示不涉及任何犯罪行为，只是用来警示，帮助弟子冥想、锻炼胆识，当地警方正调查尸体是否是合法取得
106,泰国一寺庙发现41具遗体，当地警方正调查这些尸体是否是合法取得，寺庙方面表示不涉及任何犯罪行为！ #泰国  #震惊
107,泰寺庙现41具无名遗体和600多条鳄鱼  寺庙15座凉亭下各埋4至5具遗体 （环球时报）
108,泰国一寺庙被曝藏有40多具尸体还养了600多条鳄鱼 #热点新闻
109,【震惊！泰国一寺庙现41具无名遗体 冥想池还发现600多条鳄鱼】据新京报报道，11月24日，泰国披集府警方突击搜查一寺庙发现41具不明身份遗体，搜查现场曝光。#泰国一寺庙发现41具无名遗体 #寺庙 #鳄鱼 #泰国
110,泰国一寺庙发现41具无名遗体，寺庙方面表示不涉及任何犯罪行为， 警方还在冥想池发现600多条鳄鱼
111,泰国一寺庙发现41具无名遗体和600多条鳄鱼，寺庙：帮助弟子冥想、锻炼胆识
112,泰国一寺庙被曝藏有40多具尸体，还发现600多
113,#资讯
114,泰国某寺庙惊现😱 #泰国 #泰国寺庙 #泰国神秘文化
115,泰国寺庙
116,一个月内新增15111例！传染性极强！ #流感病毒 #广东四川报告15111例流感病例 #囗罩 @快手热点 @快手光合计划助手 @快手粉条 @小助理. @说情道理周三哥
117,传染性极强，严重可致死！浙江、广东、四川相继爆发病毒#广东四川报告15111例流感病例 #浙江一个月报15990例流感病例 #病毒 @快手热点
118,流感≠普通感冒，重症可致死，广东四川一月报告15111例流感病例
119,对流感危害的重视#流感危害 #健康风险
120,老鼠可以沿着电线、管道、连通的阳台等，咬破纱窗或直接进入家里。  #广东四川报告15111例流感病例 #老鼠 #灭鼠 #消杀
121,#广东四川报告15111例流感病例
122,@快手三农 @快手农资 #为农民选最好的种子
123,广东四川报告15111例流感 #广东四川报告15111例流感病例 #流感 #病毒
124,粤川 15111 例流感突袭，身边传染源在哪，防护妙法快知晓！ #病毒病防治  #做好防护措施  #广东四川  #出门记得带口罩
125,美媒称以黎就停火达成一致 黎真主党未表态（央视新闻）
126,"美媒称以色列和黎巴嫩
就黎以停火协议达成一致 # #时事热点"
127,卸任前最后一搏，黎以停火协议生效，伊朗被针对，局势再发新变化 #国际 #黎巴嫩 #以色列 #伊朗
128,"就是抗揍!俄军“乌龟坦克""顶着乌军炮火，进攻乌军据点为步兵清障 #俄乌冲突  #坦克 #步兵"
129,皮实抗揍！俄军“乌龟坦克”顶着乌军炮火，进攻据点为步兵清障 #东南军情 #俄乌冲突
130,皮实抗揍！俄军“乌龟坦克”顶着乌军炮火，进攻据点为步兵清障#东南军情#俄乌冲突
131,"就是抗揍!俄军“乌龟坦克""顶着乌军炮火，进攻乌军据点为步兵清障 #俄乌冲突 #坦克 #步兵"
132,#俄罗斯 #美国
133,许家印#真实的样子 #许家印恒大 #许家印被限制高消费 #许家印个人简介 #恒大许家印再被限高
134,#养生之道 #身心平衡 #健康生活方式
135,许家印#许家印因53亿元违约面临诉讼 #许家印被限制高消费 #5分钟看懂恒大债务始末 #恒大债务 #许家印个人简介
136,深夜突发公告：恒大及许家印被限制其在高消费领域的非生活或工作必需消费行为，股票继续停牌！#恒大集团及许家印被限制高消费
137,女孩应聘家教被要求脱衣服拍照，找中介说明情况却被攻击
138,女孩应聘家教舞蹈陪练，却被男家长提无理要求，让脱衣服拍照
139,昆明广告牌坠落致3死7伤事故调查报告：去年已发现锈蚀严重，城管检查“走过场”。
140,#昆明广告牌坠落已致3死7伤 #说唱
141,昆明广告牌坠落致3死7伤，相关责任人已被警方控制；事故中一对小姐妹被砸中，6岁姐姐已离世，4岁妹妹仍在ICU。
142,"昆明广告牌坠落 致3死7伤
调查报告出炉：5家商铺招牌坠落
去年已发现锈蚀 城管检查“走过场”
执法局存在严重形式与官僚主义
#广告牌坠落  #昆明  #本地新闻"
143,11月22日，昆明广告牌坠落致3死7伤事故调查报告：去年已发现锈蚀严重，城管检查“走过场”。专抢摆摊人的财产。
144,#社会百态 #昆明广告牌坠落 #昆明坠楼事件
145,这些事为何屡禁不止，太奇葩了 #卫生巾  #胖东来卫生巾区遭哄抢 #广告牌坠落致3死7伤调查报告公布 #黄金饰品重回8字头
146,到底哪个才是你啊宝宝？ #已魔征
147,#广告牌坠落致3死7伤调查报告 @王红（923） @名满江湖123456  #祝家人  #生日会  #生日快乐日 @
148,安全监管 #事故责任认定 #安全隐患排查 #公共安全保障 @快手热点
149,#昆明广告牌坍塌，3死7伤。
150,#法律咨询 #律师咨询 #昆明广告牌坠落已致3死7伤 #昆明广告牌事件
151,悄悄驶入引爆 火光冲天 俄军遥控无人自爆车 炸毁乌军前线据点 #俄乌冲突 #俄军 #俄军用新型轮式自爆无人车
152,俄罗斯最大规模的单次无人机袭击，让基辅的空袭警报足足拉响了七个多小时…#俄军无人自爆车炸毁乌军前线据点 #薇观察 #乌称俄发动最大规模无人机袭击 #俄乌 #无人机
153,#俄罗斯“鼹鼠”自爆車
154,戳破美军炒作行径！美巡逻机过航台海，解放军全程跟监警戒
155,泽连斯基表态，2025年结束俄乌冲突？双方已到达高度疲劳状态 #抖音热评 #俄乌冲突 #泽连斯基
156,外交部：3名被美错误羁押的中国公民回国 1名在美潜逃逃犯被遣返
157,【 #3名被美错误羁押的中国公民回国  】 #1名在美潜逃多年逃犯被遣返回国  11月28日，外交部发言人毛宁在例行记者会上介绍，经过中国政府不懈努力，三名被美方错误羁押的中国公民平安回到祖国，这再次证明，任何时候中国都不会放弃自己的同胞，祖国永远是他们坚强的后盾。（人民视频）
158,外交部回应“中美互释服刑人员”
159,"​标题：三名被美错误羁押的中国公民平安回国
   @快手热点"
160,外交部回应“ #中美  互释   ” （看看新闻knews）
161,外交部回应“中美互释服刑人员”：3名被美错误羁押的中国公民回国， 一在美潜逃多年的逃犯被遣返
162,外交部回应“中美互释服刑人员”：三名被美错误羁押的中国公民平安回国，一名在美潜逃多年的逃犯被遣返回国
163,#热点观察 中美罕见换囚，大间谍梁成运返美，换回3名被美错误羁押中国公民。
164,载有接近600多只狗的货车被截停 大型犬被装鸡笼 警方已介入运狗车事件#狗 #运狗 #虐待 #偷狗车被拦400只狗待解救
165,11月28日河南驻马店，一辆载有500多条狗的货车被截停。货车上的两人被警方带走，狗被转移到当地农业农村局暂时安置。#偷狗车被拦400只狗待解救
166,拦截偷狗车 解救狗子400条
167,#解救被尾随小女孩的司机找到了#声量计划
168,中方代表回击美方：中方一直在为和平奔走，呼吁美国与中方一道为结束战争作出真诚努力
169,当地时间11月27日上午，联合国安理会举行会议审议乌克兰问题。对于美国常驻联合国副代表罗伯特·伍德在发言中就俄朝合作问题提及中国，耿爽回应指出，推动乌克兰危机早日政治解决，需要国际社会共同努力。自乌克兰危机爆发以来，中方一直在为和平奔走、为促谈努力。中方呼吁所有各方，包括美国，能与中方一道为结束战争
170,中方代表回击美方:放下武力执念，结束俄乌冲突 #俄乌冲突 #联合国会议 #国际局势
171,中方代表回击美方:放下武力执念 结束俄乌冲突
172,中方代表回击美方：放下武力执念，结束俄乌冲突
173,中方代表回击美方：放下武力执念 结束俄乌冲突 #耿爽 #联合国安理会
174,中方代表回击美方：放下武力执念 结束俄乌冲突
175,反对美国为首的西方霸权，  愿世界和平没有战争 ， 世界需要和平  俄与乌战争最新消息 。
176,真心推荐这个儒曼洗发水，用完真的不油和没有头屑了，清清爽爽出门#中方代表回击美方#第11批在韩志愿军烈士遗骸回国#南方的冬天到底有多冷#傅首尔谈麦琳#羊毛月
177,一招斩杀吃天下 #王者荣耀 #Daeny加入iG #有效降低全社会物流成本行动方案 #中方代表回击美方
178,美方污蔑抹黑甩锅中国，中方代表耿爽霸气回击！美方图谋不会得逞！ #耿爽 #国际形势
179,#同城话题热榜
180,世界和平
181,#原创视频 #国外小姐姐 中方代表回击美方，搞他。 #分享今晚的夜拍  #舞动起来嗨翻全场
182,真心推荐这个儒曼洗发水，用完真的不油和没有头屑了，清清爽爽出门#中方代表回击美方 #第11批在韩志愿军烈士遗骸回国 #南方的冬天到底有多冷 #羊毛月
183,@观察者网
184,中国住联合国副代表大会发言对俄乌战事深感忧虑！
185,#看国际形势知天下大事  #国际局势  #国际要闻  #世界和平共同维护
186,一直在玩火不爱世界和平共处！会有什么后果？如果不放下玩火拱火的游戏！人类迟早要走向自我毁灭——全球命运共同体——如果三战爆发《核武器大战》——地球🌐将变成——没有生命存活的土星《烧焦的星球》！……如果不珍惜当下的繁华世界！失去以后才知道后悔！到时候为时已晚！
187,💪
188,"中方代表回击美方
放下武力执念 结束俄乌冲突#中国"
189,中方代表回击美方：放下武力执念 结束俄乌冲突#耿爽 #联合国安理会
190,中国对俄乌战事加剧深感忧虑不安！
191,11月27日十大热点 #东北局地特大暴雪己破纪录 #以色列批准黎以停火协议 #中国银行原董事长刘连舸一审被判死缓 #日本地震
192,#我的家乡五大连池
193,"如果冬天来了，春天还会远吗
东北都下雪了，我们这里什么时候才能下雪"
194,鹤岗降雪量打破11月单日纪录，积雪深度已经有30厘米   #东北局地特大暴雪已破纪录 #社会
195,#气象预测 #天气预报 #天气状况
196,11月27日十大热点 #东北局地特大暴雪己破纪录  #以色列批准黎以停火协议  #中国银行原董事长刘连舸一审被判死缓  #日本地震@快手热点  @快手创作者中心  @快手主持人
197,出去熟悉一下，把我熱的滿頭大汗，就這溫度穿短袖正好，我穿個毛衣沒把我熱死
198,大暴雪已破纪录 | 中国天气11月27日消息，昨天黑龙江北部和东部局地出现大暴雪到特大暴雪，截至今晨8时，鹤岗最大积雪深度达到48厘米，地面完全被雪覆盖，车辆几乎被雪掩埋。
199,#东北局地特大暴雪已破纪录 #雪景 #麝香鼠养殖 #麝香鼠养殖技术培训
200,重播版 11月27日十大热点 #东北局地特大暴雪己破纪录  #以色列批准黎以停火协议  #中国银行原董事长刘连舸一审被判死缓  #日本地震@快手主持人  @快手创作者中心  @快手热点
201,#东北局地特大暴雪己破纪录 @快手光合计划助手 @快手粉条
202,#享受运动带来快乐  #因为热爱所以坚持  #今日运动打卡
203,#磁力万合
204,鹤岗积雪最深48厘米！东北局地特大暴雪已破纪录！封冻开启 #鹤岗暴雪 #暴雪 #冷空气 #寒潮 @快手热点 @我要上热门 @快手创作者中心
205,东北局地降下破纪录的特大暴雪 #东北局地特大暴雪 #东北多地出现暴雪天气 #萍语萍说 #有用内容创作计划
206,#最新天气变化情况 #时刻关注天气变化
207,关注 @快手农资 @快手热点 @快手三农
208,鹤岗积雪最深48厘米！东北局地特大暴雪已破纪录！封冻开启
209,#寒冬来袭 #冰天雪地 #暴雪天气
210,11月27日，东北局部特大暴雪一破纪录，车主都在开盲盒！ #暴雪  #东北  #车
211,哈哈，可算睡个好觉。梦与醒之间徘徊，好人一生平安！！！
212,#晨跑打卡！2024年11月28日，星期四（农历十月二十八）清晨天气晴，气温零下10度，空气良。六点起床慢跑10.16公里，平均倍速6分05秒，用时1小时01分59秒。天气越来越冷了，被窝很暖，挑战自己的时候到了。挑战的不是配速也不是距离，而是你早起跑步的坚持 。加油，跑步人 [拳头][拳头][拳头
213,零下24度今冬最冷的天。真TM冷🙊❄🌪😄😄😄
214,#东北局地特大暴雪己破纪录 #带你看雪景 #哈尔滨房产 #哈尔滨冰雪大世界 @快手热点 @快手创作者小助手 @快手音乐人 大学城 丽景花园 精装电梯高层 2室一厅 地铁口 2豆到手 雪雪雪我雪雪雪
215,#黑龙江鹤岗降雪破纪录 #东北局地特大暴雪已破纪录 #麝香鼠  #麝香鼠养殖基地在辛集
216,重点播报
217,快冷死呢节奏…………
218,冷҈冷҈冷҈！东北局地特大暴雪已破纪录！明天南北方气温再创新低#冷空气 #寒潮
219,鹤岗积雪最深48厘米！东北局地特大暴雪已破纪录！封冻开启 #最新天气变化情况 #农村生活 #助农帮帮团 #我要上热榜
220,东北局地特大暴雪已破纪录 11月27日南北方气温再创新低 鹤岗宣布停课一天#东北暴雪#极端天气#东北 @快手光合计划助手 @快手涨粉助手 @快手创作者中心
221,极端天气 #雪地里的小可爱 #愿所有美好不期而遇
222,冷冷冷！东北局地特大暴雪已破纪录，11月27日南北方气温再创新低！
223,冷冷冷！东北局地特大暴雪已破纪录 南北方气温再创新低
224,#我们做的是品质是质量 #专业生产厂家 #东北局地特大暴雪己破纪录 @头条新闻 @陕西鸿五堂机电设备 @伟业网链输送机食品螺旋塔
225,东北局地特大暴雪已破纪录，明天（11月28日）开始，气温回升。#天气 #降温 #东北 #大暴雪
226,时光荏苒岁月如梭，晨起暮落乃是生活。
227,东北局地特大暴雪超记录 #暴雪 #自然灾害 #东北暴雪
228,东北局部特大暴雪一破纪录，车主都在开盲盒！
229,哈哈，睡的早醒的早，为了明天加油，好人一生平安！！！
230,嘻嘻
231,男子被举报私生活混乱 柳州联通回应 #震惊了 #曝光台 #联通 #柳州 @快手热点 @快手粉条
232,11月11早0:00-6:00最新美媒称普京已与特朗普通话， 11月11早0:00-6:00最新美媒称普京已与特朗普通话，以军称在黎南部发现黎真主党大型隧道，以军称拦截1架从黎巴嫩飞来的无人机！2架从伊拉克飞来的无人机！#国际局势 #俄乌局势#中东局势
233,以色列国防军2号称以军近日在空袭中打死了黎巴嫩武装纳塞尔部队导弹和火箭弹小组高级指挥官法乌尔以及纳萨尔部队无人机小组的一名指挥官黎巴嫩武装尚未回应
234,俄副外长称或在亚太部署中程导弹，苏34战机轰炸俄境内乌军 #俄副外长称或在亚太部署中程导弹 #俄苏34战机轰炸俄境内乌军 #也门胡赛武装 #俄与乌战争最新消息  @快手热点 @快手粉条
235,俄苏34轰炸乌军阵地，苏35战机全程护航，空中伴飞相得益彰
236,俄苏34战机轰炸乌军，高空投下重磅航弹，炸毁乌军装甲据点
237,俄苏34战机轰炸乌军，高空投下多枚重磅炸弹，视角机身翻转机身
238,俄苏34战机呼啸升空，高空投下多枚重磅炸弹，狠狠轰炸乌军阵地
239,山河如愿，英雄回家！国防部发言人哽咽发声：烈士们的牺牲与奉献永远不会被忘记！ #看台海
